filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped,filehealth_totimp_min,filehealth_totimp_N
AI15_MOS2D09170398_2017-10-30.gt3x,FALSE,FALSE,FALSE,0.996352703966078,0.998427747646575,0.99290822632603,-0.0192167250382362,0.00696399584668533,0.0080161566231361,0,0,0,0.01872,0.0072,1131,71,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this","",not extracted,0,5872.73944444444,1751
